nodeName	Clusteringcoeff
KHDRBS2	0.0595959595959596
TPGS2	0.0
BAF53A	0.0
CNST	0.05263157894736842
CCDC91	0.0
RALYL	0.1111111111111111
CHERP	0.04954954954954955
SLC22A24	0.0
ATPAF2	0.028169014084507043
CPSF7	0.08064516129032258
LILRA3	0.0
CD177	0.0
SERP2	0.0596078431372549
ZNF383	0.0
MAPK1IP1L	0.18
MNS1	0.08735632183908046
SELI	0.0
PRUNE2	0.0915032679738562
DNAJB3	0.0
TFG	0.09398782343987823
BAD	0.07389162561576355
USP7	0.026884862653419054
RBPMS	0.04454957618766016
FAM131C	0.05555555555555555
RAB37	0.0
NSUN4	0.19047619047619047
NTNG2	0.0
RNF183	0.03515263644773358
DYNLL2	0.021505376344086023
RMND5B	0.01818181818181818
SCMH1	0.03333333333333333
TONSL	0.1
LCOR	0.08333333333333333
CCDC7	0.2
DMRTB1	0.05665024630541872
MTMR9	0.06190476190476191
ZNF184	0.0
MDFI	0.008749220959777555
EPAS1	0.009523809523809525
PRMT1	0.01639344262295082
H2BC15	0.0661764705882353
RASL11B	0.0
KXD1	0.020351526364477335
RHOXF2	0.10125722052327557
HNRNPUL1	0.06153846153846154
Q9BV16	0.0
SSBP3	0.013071895424836602
TRIM5	0.06403940886699508
SELENOI	0.0
NBPF3	0.0
WWP1	0.030303030303030304
BLZF1	0.06773455377574371
CUEDC2	0.0
SUV39H2	0.025901942645698426
YY1AP1	0.030303030303030304
GPBP1L1	0.0
MYOZ2	0.029411764705882353
C11ORF16	0.25757575757575757
TRPV5	0.0
PRTFDC1	0.07602339181286549
NLE1	0.0
ZDHHC3	0.1
CDK12	0.16666666666666666
PRR13	0.0693815987933635
EIF2AK4	0.3076923076923077
PEF1	0.10931174089068826
CFDP1	0.0
NINL	0.0363382250174703
WDR37	0.0
ZBTB1	0.09558823529411764
SALL2	0.0
MRPS18B	0.010526315789473684
K7ELR1	0.026143790849673203
DDX39A	0.10294117647058823
SDCBP	0.013649922443622479
PIAS2	0.029861442904921164
TUBB4A	0.03557312252964427
SNRPA	0.06956521739130435
U2AF2	0.06599326599326599
DNM2	0.020118343195266272
UBE2I	0.017014893389049608
RNF4	0.0380952380952381
SARNP	0.3333333333333333
EXOSC9	0.3076923076923077
TUBB3	0.015873015873015872
TDG	0.08666666666666667
RBM39	0.07013574660633484
DNAJC14	0.0
ALYREF	0.0
Q8N1K8	0.0
THOC2	0.0
HNRNPLL	0.1286549707602339
HIPK2	0.2222222222222222
STRN4	0.0
LUZP4	0.07142857142857142
ZHX1	0.058673469387755105
CHTOP	0.08888888888888889
GOLGA6L9	0.018091824543437447
SRRM4	0.03218390804597701
B3KQG4	1.0
EL52	0.45054945054945056
AIP	0.11578947368421053
TRAF5	0.09183673469387756
PRMT5	0.014423076923076924
IFIT3	0.23809523809523808
IKBKB	0.11067193675889328
CHUK	0.15789473684210525
MUSK	1.0
MID1	0.052564102564102565
PDPK1	0.018357487922705314
DAPK3	0.08333333333333333
SSNA1	0.09090909090909091
OGA	0.11428571428571428
LMX1B	0.13333333333333333
GAS7	0.0
KERA	0.0
HSF2BP	0.02272991107705881
FKBP6	0.054426705370101594
DEAF1	0.009523809523809525
JRK	0.12380952380952381
PRDM1	0.15833333333333333
PDE9A	0.14082503556187767
URI1	0.08823529411764706
RGS11	0.2727272727272727
USP19	0.17142857142857143
KLHL2	0.04843304843304843
ZNF205	0.0718954248366013
AHSA1	0.4411764705882353
KRT75	0.10348387096774193
TTC4	0.3
GAS8	0.08075348075348075
ZBED1	0.02558922558922559
EGFR	0.018953796520336446
MOS	0.059466848940533154
A2M	0.03305785123966942
APOE	0.05150905432595573
RAF1	0.15555555555555556
ERBB2	0.052745772856501574
APP	0.01572544610683502
LCK	0.03716608594657375
FYN	0.016516378358483623
CDK1	0.026984126984126985
HSP90AA1	0.010145911096029862
YES1	0.051715309779825906
HSP90AB1	0.010254280308274494
ARAF	0.16392156862745097
CHGA	0.0
CYP2C9	0.3333333333333333
CDK4	0.16274817136886102
GFAP	0.03929454149386285
HIVEP1	0.061458718992965566
TCF4	0.00881927076477557
FER	0.37777777777777777
NPR2	1.0
MAK	0.0
PAICS	0.05263157894736842
FGFR3	0.0039256123593472995
PRKACB	0.14545454545454545
GRK2	0.05555555555555555
DNAJB1	0.06521739130434782
NOS3	0.04050632911392405
GCH1	0.0
PRKAR1B	0.017884322678843226
PRDX2	0.1895424836601307
GTF2F1	0.11538461538461539
TIE1	0.06060606060606061
LONP1	0.6909090909090909
PRPH	0.04908675799086758
MAP3K8	0.19230769230769232
ELK3	0.027777777777777776
MTOR	0.08187134502923976
ABL2	0.17733990147783252
PSEN1	0.045662100456621
CDK9	0.06666666666666667
HNRNPM	0.06084656084656084
NUP98	0.13333333333333333
PPP5C	0.07316118935837246
LIMK2	0.3
FBXW4	0.6
VSX2	0.06206896551724138
NLRP12	0.25263157894736843
ACTB	0.06352941176470588
PSMC6	0.10344827586206896
SKP1	0.015819209039548022
ACTG1	0.06666666666666667
CTAG1A|CTAG1B	0.03110047846889952
RAE1	0.16666666666666666
POU6F2	0.029049457620886194
PRR20E	0.1803921568627451
PRR20C	0.16316035530621786
PRR20D	0.1641025641025641
PRR20B	0.1803921568627451
PRR20A	0.16316035530621786
CDK6	0.29613960867266
CDK5	0.06403940886699508
KRT76	0.1794871794871795
MEF2B	0.027777777777777776
FKBP4	0.19047619047619047
LMNB2	0.1908831908831909
PSME1	0.034482758620689655
FOXM1	0.2
GOLGA2	0.019712494410670623
PPID	0.05555555555555555
MRPL28	0.07386363636363637
PRKAA1	0.06312292358803986
MAPK7	0.04093567251461988
IFIT5	0.6515151515151515
FKBP5	0.050284031138228484
TNK1	0.1111111111111111
SQSTM1	0.05568627450980392
RIPK1	0.1503267973856209
CAMK2B	0.055218855218855216
CAMK2G	0.13043478260869565
CUL3	0.029900332225913623
CUL4A	0.08333333333333333
CUL4B	0.3
TNFAIP1	0.07057057057057058
CDK13	0.26666666666666666
IKBKE	0.15
DCTN1	0.01616220981486923
CTTN	0.03296703296703297
ZNF266	0.24358974358974358
ZNF235	0.0
CRYM	0.16666666666666666
NR1I3	0.0718954248366013
TNIP1	0.029274965800273597
CDK10	0.21428571428571427
SAFB	0.0
TOMM34	0.5
STK11	0.12031220255092329
URF-RET	1.0
ENOX2	0.0915032679738562
STX1A	0.02989771833202203
AMHR2	0.5
DDR2	1.0
IMMT	0.05310734463276836
CCDC152	0.0
GRIPAP1	0.07062146892655367
CEP55	0.05980861244019139
Q53G71	0.0
Q59F66	0.0
Q59FJ7	0.3333333333333333
Q59GL9	0.2857142857142857
Q59GT1	0.8
ZNF667	0.0
CT45A1	0.20261437908496732
ZNF569	0.0
C20ORF194	0.32142857142857145
MZT2B	0.0
CAVIN1	0.022058823529411766
CC2D1A	0.0
NFRKB	0.19047619047619047
ULK3	0.0
BHLHB9	0.03569267997580157
KLHDC10	0.0
SYCE2	0.038461538461538464
FBXO38	0.19047619047619047
KSR2	0.3611111111111111
MAP3K15	1.0
USP49	0.21568627450980393
KCTD9	0.08017917133258678
CDC37L1	0.2619047619047619
NECAB2	0.0526195378631892
Q86SX1	0.45054945054945056
GTF2IRD2	0.3333333333333333
MYLK4	1.0
Q8IZH9	0.0
FAM9B	0.007298509018871859
SYCP3	0.0
PDIK1L	0.2
ZNF843	0.4
ZNF276	0.15384615384615385
ZGPAT	0.09244203553146643
TTC9C	0.07352941176470588
USHBP1	0.04144318100550669
ZNF655	0.03325062034739454
BEND7	0.039649122807017545
C12ORF76	1.0
NECAB1	0.0457516339869281
ZNF610	0.0
CBY2	0.054061624649859946
PPHLN1	0.0661764705882353
CEP70	0.018953658460676606
MIPOL1	0.04491228070175438
CCHCR1	0.08589962931280297
STK32A	0.0
SYNE2	0.0
PIBF1	0.10756480338564627
KCTD13	0.07142857142857142
DPF1	0.015384615384615385
DDX17	0.17028985507246377
UPF1	0.0
GCDH	0.6363636363636364
GLMN	0.06593406593406594
FATE1	0.03282137597306964
ZBTB8A	0.05909351692484223
ZNF837	0.1829113924050633
STAMBPL1	0.06236559139784946
DUS3L	0.0
AURKB	0.05533596837944664
GRAMD2B	0.01818181818181818
REEP6	0.05061224489795919
GMCL1	0.02947845804988662
LOXL4	0.08866995073891626
CCDC138	0.06666666666666667
CDK15	1.0
ALS2	0.05454545454545454
PRAM1	0.08831908831908832
PSKH2	0.4
TESK2	0.6
ZNF587	0.07821491485613623
MAP3K14	0.25
DNAJC7	0.15384615384615385
PITX2	0.1497326203208556
ECSIT	0.1360544217687075
BTBD10	0.06666666666666667
THAP7	0.08090957165520889
WAC	0.05238095238095238
Q9BV07	0.0
KIFC3	0.0903091505004872
NOC4L	0.05627705627705628
DPCD	0.6666666666666666
TARS2	0.05
CARD10	0.04950495049504951
TSSK6	0.4
NT5C1A	0.0
PINK1	0.18181818181818182
MRPL9	0.14285714285714285
TRIM54	0.03409513192121888
WDR61	0.05272108843537415
KATNBL1	0.036585365853658534
RNF32	0.18715393133997785
WDR13	0.0
SPTBN4	0.022222222222222223
CARD9	0.11666666666666667
UNC45A	0.08974358974358974
TUBB1	0.6666666666666666
KLHL31	0.0
SLITRK6	0.0
TUT1	1.0
RPAP3	0.07384615384615385
C19ORF44	0.09090909090909091
SMYD3	0.015789473684210527
ROPN1	0.027210884353741496
ZBTB20	0.4
NCOA5	0.0718954248366013
ZBTB26	0.09915966386554621
ZNF334	0.0
NRIP3	0.0
DISC1	0.022020725388601035
HOMER3	0.0322192110809997
CUTC	0.07017543859649122
ZBTB40	0.0
THAP1	0.042096642096642094
WDR70	0.4
FAM118A	0.054945054945054944
FBXL12	0.1895424836601307
MACROH2A2	0.1
CGGBP1	0.0661764705882353
SEPTIN3	0.04411764705882353
CHORDC1	0.38235294117647056
FKBPL	0.06127946127946128
RABGEF1	0.07051282051282051
FBXW2	0.1794871794871795
IKZF3	0.056132075471698115
PNMA2	0.028409090909090908
PADI4	0.19444444444444445
STUB1	0.04798196650923143
MOK	0.0
CDK11A	0.2
CAMK2A	0.06842105263157895
NOD1	0.10256410256410256
AKT3	0.14285714285714285
LZTS1	0.07667525773195877
BTBD3	0.1111111111111111
STK38L	0.3
AMOTL2	0.0680672268907563
LUC7L2	0.03225806451612903
EXOSC1	0.1354679802955665
SNX5	0.0
MAD1L1	0.07644110275689223
IKBKG	0.029274965800273597
B4DDV3	0.1
SS18L1	0.03368176538908246
ACTR2	0.4666666666666667
NFE2	0.01098901098901099
SIRT6	0.1978021978021978
FRZB	0.0
NRIP2	0.0
UBQLN4	0.014755881952944376
GLRX2	0.0
BAG6	0.02311311876529268
MEOX2	0.008509303098847475
DNALI1	0.0136986301369863
KLF11	0.010014306151645207
UBQLN1	0.009561128526645767
CASP6	0.013571954361428046
HRAS	0.0076285240464344945
GSN	0.003911909591422776
ADRB2	0.002849002849002849
SNCA	0.020344852463747204
TFCP2	0.007650273224043716
FHL3	0.028618693134822168
GRIN2C	0.0048543689320388345
PEX26	0.0045045045045045045
ZDHHC17	0.011554215936316562
LZTR1	0.006289308176100629
APBB2	0.007128712871287129
Q9Y649	0.007870967741935483
GADD45G	0.02048131080389145
CCDC85B	0.021069182389937106
TK1	0.0050719054956343095
SMN1|SMN2	0.014963339817447255
PIN4	0.0
MAP3K20	0.03439153439153439
PFDN1	0.014689265536723164
A8MTJ1	0.0064516129032258064
B7Z3D6	0.0
TNFSF11	0.005263157894736842
MAP3K7	0.02857142857142857
EED	0.07526881720430108
RPS6KA5	0.03225806451612903
RPN2	0.16666666666666666
ATP1A1	0.0
ATP1B1	0.0
RASA1	0.028985507246376812
PSMB6	0.22727272727272727
H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12	0.02230914095320875
GTF3C1	0.007905138339920948
POLA2	0.013131313131313131
MAPKAPK3	0.02564102564102564
H3-4	0.07608695652173914
C7ORF25	0.007905138339920948
TAF1D	0.03162055335968379
WSB2	0.10526315789473684
DNAJB11	0.047619047619047616
KLHDC2	0.0
SORBS3	0.04291001619245894
NCK2	0.01728258871116014
NUDT21	0.01912568306010929
GCC1	0.06666666666666667
PRMT2	0.0
DVL2	0.057729138166894664
LZTS2	0.026726896292113684
CCNK	0.09398496240601503
DTX2	0.04286964129483815
PITX1	0.10074801309022909
ENKD1	0.03223851654344928
PIN1	0.018047882136279926
C1ORF94	0.09221525600835946
TEX37	0.18484848484848485
TOLLIP	0.07236544549977386
RBFOX2	0.09562841530054644
HOXB9	0.08983050847457627
OTX1	0.1197281282676891
POM121	0.03838383838383838
ZC3H10	0.18067632850241547
RAMAC	0.09574468085106383
ZNF581	0.07317933345089049
CDC23	0.031838477965443604
TRIP13	0.03018331226295828
EYA2	0.08669354838709678
DAZAP2	0.06412152170990724
CNNM3	0.0958904109589041
ARHGAP9	0.06666666666666667
LRRC41	0.16363636363636364
MGAT5B	0.11302785265049416
SMUG1	0.18699186991869918
CCER1	0.17582417582417584
NEU4	0.17582417582417584
H0Y7K9	0.0
H0YL21	0.0
FOXS1	0.0
GRAP2	0.05687645687645688
HOXA9	0.06666666666666667
PDLIM4	0.0
SERF2	0.06666666666666667
CDC42EP1	0.05128205128205128
FASTK	0.038461538461538464
FRG1	0.14285714285714285
GSE1	0.07407407407407407
SF1	0.06201550387596899
RABL6	0.03636363636363636
ARHGEF39	0.3
STRBP	0.10256410256410256
HEYL	0.07017543859649122
RAD54L2	0.06653225806451613
MOB4	0.017045454545454544
TOB1	0.05555555555555555
MYZAP	0.0
C9J3D2	0.03508771929824561
LYPLA2	0.0
PCBD1	0.010612244897959184
MAML3	0.0
FAM214B	0.07219662058371736
SH3BP2	0.06666666666666667
SCNM1	0.05782741848315619
IRF9	0.01904761904761905
DFFB	0.0
CASP3	0.05665024630541872
MTUS2	0.01366796491100353
TARDBP	0.013184584178498986
PEX1	0.0023228803716608595
RNF11	0.013093196112064037
PRKN	0.035026049839934716
GADD45GIP1	0.09325396825396826
PRPS1	0.046476190476190476
TRAF4	0.043315907393577296
HTRA2	0.008340649692712906
JPH3	0.013260715131423158
SMARCD1	0.03749712445364619
UBC	0.03760369917040664
TGFBR1	0.015873015873015872
CLN6	0.045584045584045586
SNRPC	0.06946778711484594
MED25	0.11666666666666667
VPS37C	0.07606679035250463
SNRPB	0.05249569707401033
PATZ1	0.10081223124701386
WDR5	0.02252252252252252
CCT5	0.055272108843537414
DMWD	0.01073057319145131
A8K6V0	0.0
B4DH63	0.0
TPP1	0.01818181818181818
SMAD7	0.017094017094017096
WIPF1	0.08571428571428572
CTSD	0.0
HEXB	0.022167487684729065
IFIT2	0.0
UBA1	0.04318936877076412
VASP	0.022058823529411766
PRKAA2	0.04366576819407008
PTEN	0.036290322580645164
SMAD3	0.023355704697986576
POU5F1	0.0
DYNC1H1	0.013468013468013467
SLC9A3R2	0.06666666666666667
SMAD2	0.02498265093684941
FAM189A2	0.044444444444444446
LGALS9B	0.08333333333333333
GGN	0.06432748538011696
ARRDC1	0.022222222222222223
EFCAB3	0.05555555555555555
ANKRD44	0.2
GAS2L2	0.07317073170731707
Q8WU02	0.03636363636363636
PSMF1	0.07804878048780488
KLK6	0.004591611479028698
UBE2E3	0.02460697197539303
ARRDC3	0.0380952380952381
UBE2E2	0.017959183673469388
FBXL18	0.07114624505928854
LITAF	0.03413461538461538
SMR3A	0.0
DIDO1	0.0
RUSC1	0.06202686202686203
UBTD1	0.20833333333333334
PDLIM7	0.03771043771043771
RASD1	0.10114942528735632
PCNA	0.003362333459420838
CIDEB	0.0228270412642669
ACTN1	0.02445842068483578
AGTRAP	0.013266998341625208
DLD	0.0
DLAT	0.0
TERF2IP	0.006678592725104353
TERF2	0.025899912203687446
TERF1	0.008634288086342881
POT1	0.010514786418400876
POLR1C	0.02796143250688705
POLR2E	0.03225806451612903
PTGES3	0.13306451612903225
NUDCD3	0.019599174771588564
Q96BE0	0.03192291579388354
PFDN2	0.12418300653594772
POLR3D	0.0718954248366013
POLR1D	0.030303030303030304
POLR3C	0.04645760743321719
POLR3K	0.23809523809523808
POLR3G	0.8666666666666667
CRCP	0.15151515151515152
POLR2H	0.3333333333333333
POLR2F	0.38095238095238093
POLR3F	0.039886039886039885
POLR3B	0.3047619047619048
POLR3H	0.42857142857142855
HOXA1	0.06033044791319158
ADAMTSL4	0.07457627118644068
ESR2	0.003908497510068845
FRS3	0.06965894465894466
LASP1	0.08806106174527227
LGALS9C	0.03225806451612903
Q7Z783	0.13446969696969696
KRTAP9-2	0.1815092366678285
KRTAP4-11	0.2990867579908676
VSIR	0.002849002849002849
GPRIN2	0.18181818181818182
KRTAP10-9	0.0788700826957261
ZNF417	0.06716325263811297
CRKL	0.04024390243902439
MVP	0.06634615384615385
IHPK2	0.0
B3KX51	0.0
I7HJJ0	0.08333333333333333
SPRY2	0.12828947368421054
STK16	0.08703703703703704
HOXA-9	0.0
GLRX3	0.0830906620073772
ATG12	0.03676470588235294
EFEMP2	0.0591403882841432
HRG	0.1111111111111111
GNAI2	0.016666666666666666
SLC25A6	0.036923076923076927
HOXB6	0.030303030303030304
FBLN1	0.08392156862745098
CNTFR	0.10909090909090909
RBL1	0.029411764705882353
PML	0.07142857142857142
CRK	0.013624971519708361
RGS3	0.08333333333333333
SMCP	0.2942097026604069
ADCY7	0.0
KRTAP10-3	0.036629064366290646
KRTAP10-11	0.39971550497866287
SLC35A2	0.3333333333333333
OGDH	0.0
ZBTB16	0.039612903225806455
Q0VAR9	0.0
KIF1A	0.054924242424242424
ILF3	0.024630541871921183
PKD2	0.08888888888888889
ZNF638	0.04395604395604396
P2RY6	0.41911764705882354
NR0B2	0.030303030303030304
CRY1	0.05454545454545454
MAPK6	0.0030816640986132513
LONRF1	0.055593685655456415
Q5T3U0	1.0
LCE3C	0.3913347309573725
C10ORF62	0.24242424242424243
INTS11	0.08232118758434548
LCE4A	0.4062233589087809
LCE2D	0.4051948051948052
KRTAP5-6	0.3458712900382016
SPATA8	0.1452991452991453
DLK2	0.8333333333333334
NUFIP2	0.11759322809425761
TRIM42	0.1506704980842912
BCL6B	0.13230769230769232
CCDC33	0.06424148606811146
EXD3	1.0
Q8NBD6	0.0
CATSPER1	0.12391397236860846
GDPD5	0.1
PHLDA1	0.29411764705882354
PP2135	0.0
DOCK2	0.16807610993657504
FRAT1	0.015151515151515152
SMARCC1	0.16774193548387098
C4ORF42	0.0
ZNF764	0.1051693404634581
DHRS1	0.20229885057471264
MED15	0.15384615384615385
KRTAP4-12	0.11768867924528302
KRTAP4-2	0.22842433274624035
YIPF3	0.44166666666666665
IQCN	0.04395604395604396
PCED1A	0.4666666666666667
CHRD	0.277030976037405
DEF6	0.03333333333333333
Q9H8J7	0.17582417582417584
NTN4	0.37142857142857144
ARNT2	0.07087719298245614
DMRT3	0.10644257703081232
NPDC1	0.21212121212121213
PLSCR4	0.12083973374295955
PLSCR3	0.1534090909090909
DEPP1	0.1388888888888889
NECAP2	0.0
RERE	0.1076923076923077
HEY2	0.19473684210526315
CTSZ	0.1631578947368421
IP6K2	0.06666666666666667
Q9UI71	0.06666666666666667
SPG7	0.08465608465608465
NCOR1	0.0338680926916221
NCOR2	0.05398110661268556
NR2C1	0.0
BNIP3	0.09175920514319112
RINT1	0.03950444132772323
TMEM120B	0.03973063973063973
B4DHJ7	0.0
GNB5	0.06653225806451613
CASK	0.0022988505747126436
CYB5B	0.05858585858585859
LMNA	0.030407343660355707
BCL2	0.09047619047619047
TMEM11	0.06471631205673758
GBP2	0.025974025974025976
DUSP3	0.06666666666666667
GABARAPL2	0.008743169398907104
BCL2L1	0.01616161616161616
MALL	0.02548076923076923
ECM1	0.06386554621848739
LDLRAD1	0.035650623885918005
CAMK1D	0.022222222222222223
KLHL23	0.027777777777777776
CLEC7A	0.08140610545790934
GABARAPL1	0.007729468599033816
TNMD	0.04678362573099415
ROBO2	0.008333333333333333
SMCO4	0.02601330913490623
TMPRSS4	0.07692307692307693
DOK5	0.0
GKAP1	0.03463203463203463
KIFBP	0.0
ESR1	0.01696969696969697
CASP8	0.012587412587412588
RTL8C	0.05454545454545454
ZG16	0.15151515151515152
SERPINI2	0.32142857142857145
ADRM1	0.2222222222222222
Q504X2	0.0
Q59FJ2	0.0
Q59GG4	0.0
RB1CC1	0.0
TMEM37	0.0
ANKRD2	0.0
CD2AP	0.10476190476190476
TCF12	0.010736764161421697
GORASP2	0.012881064834693002
LNX1	0.021318830103381408
PBX2	0.020168067226890758
ND4	0.3235294117647059
NDUFB5	0.33088235294117646
NDUFC2	0.4696969696969697
NDUFB10	0.14210526315789473
NDUFA8	0.23809523809523808
NDUFA5	0.12418300653594772
Q9HA70	0.0
UBE2J2	0.02197802197802198
A0A024R1L7	0.0
DOM3Z	0.05789473684210526
CCDC196	0.09986504723346828
A0A384ME25	0.07333333333333333
TMEM129	0.0
SYCE3	0.12727272727272726
LOC401296	0.15263157894736842
TUSC5	0.023984851672627813
A8K0U2	0.03571428571428571
LGALS8	0.05128205128205128
EIF3F	0.03934426229508197
EXOC5	0.02891156462585034
DPYSL4	0.08974358974358974
CHD1	0.5
SH2D1B	0.043076923076923075
HNRNPDL	0.0
MCF2L	0.0
NPFF	0.14285714285714285
FANCG	0.06721215663354763
NVL	0.025362318840579712
SLC16A6	0.0
PER1	0.03643724696356275
ZSCAN9	0.07741935483870968
FABP7	0.027777777777777776
ZBTB24	0.08168147641831852
MSH5	0.16666666666666666
SRGAP3	0.05228758169934641
COCH	0.0
OIP5	0.05172259507829978
TIMM8A	0.12121212121212122
TIMM17B	0.05928853754940711
EIF5B	0.0
SHOX2	0.054945054945054944
HMMR	0.0
H2AP	0.023391812865497075
USP2	0.047163362952836636
PALM	0.07142857142857142
STAM2	0.09191583610188261
PIAS1	0.03798076923076923
AQP8	0.07692307692307693
SLITRK3	0.0
YIF1A	0.030877192982456142
MBD4	0.015151515151515152
IL18RAP	0.3333333333333333
LCA5L	0.06
BAG3	0.029115341545352745
GPANK1	0.055991041433370664
CCNE2	0.19047619047619047
CYB5A	0.0
CSTA	0.05454545454545454
ALB	0.054945054945054944
FTL	0.06403940886699508
LCAT	0.0
PTMA	0.11538461538461539
POLB	0.0
NEFL	0.05437427271765577
SLC3A2	0.04395604395604396
HCK	0.055811571940604196
KRT19	0.06415396952686447
ANXA5	0.09090909090909091
RPSA	0.03461538461538462
P09565	0.0
JMJD7	0.02631578947368421
GPR89B	0.0
GLI4	0.16666666666666666
PRPS2	0.07692307692307693
CD79A	0.03246519010172426
CKMT1A|CKMT1B	0.07272727272727272
SKIL	0.02036147334706017
XRCC6	0.008605851979345954
RNH1	0.1
ANXA8	0.08300395256916997
AKR1A1	0.1
ATP6V1B1	0.10256410256410256
FOSL1	0.034482758620689655
GATA1	0.07155399473222125
SELE	0.0
TNNI3	0.1111111111111111
SPINK2	0.32142857142857145
PSMB1	0.03807348181991243
AGA	0.3333333333333333
ATP6V1B2	0.18181818181818182
COMT	0.030267411107846018
TGM2	0.0391156462585034
PCMT1	0.03508771929824561
IGFBP4	0.09803921568627451
GATA2	0.11494252873563218
YY1	0.06892230576441102
PSMA3	0.01576775714706749
S100P	0.09090909090909091
PIK3R1	0.03447611710323575
PSMB8	0.09047619047619047
NDUFS1	0.09365079365079365
TEAD1	0.05238095238095238
CASP1	0.11688311688311688
SDC2	0.10457516339869281
G6PC1	0.0
TRIM23	0.028799702712746192
NUDT1	0.04395604395604396
RPL3	0.0
VDAC2	0.07692307692307693
NOTCH1	0.06666666666666667
STT3A	0.0761904761904762
QARS1	0.037311894454751596
PXN	0.0031746031746031746
DNASE1L1	0.03636363636363636
MECP2	0.09146341463414634
GPC3	0.0
MAP2K6	0.4069264069264069
ZNF138	0.09941520467836257
HK3	0.038461538461538464
SMTN	0.0
EIF6	0.012195121951219513
KLF3	0.08143939393939394
UBE2K	0.03045912653975364
COPS2	0.32967032967032966
MAX	0.019704433497536946
TBPL1	0.016666666666666666
RPS27A	0.08717948717948718
DYNLT1	0.023655913978494623
CCT2	0.13071895424836602
DENND2B	0.0
HHEX	0.15120967741935484
MECOM	0.0
UBXN1	0.06837606837606838
KDSR	0.1
GRIK2	0.0
SLC13A2	0.0
ITGB3BP	0.021532091097308487
AQP6	0.021300760741455052
SERINC3	0.0
C1D	0.05128205128205128
IL16	0.07220523275569148
SEPTIN6	0.06884057971014493
KEAP1	0.015694164989939637
BECN1	0.10537974683544304
KRT33B	0.04066985645933014
PUM1	0.0
CLINT1	0.0
LPIN1	0.042105263157894736
NR1D2	0.14411027568922305
C21ORF29	0.0
WTAP	0.06060606060606061
MLC1	0.10476190476190476
KIAA0040	0.06666666666666667
MED22	0.175
ZKSCAN8	0.12987012987012986
RAB11B	0.054945054945054944
ZNF124	0.09316394434361766
PSMD5	0.05555555555555555
BATF	0.057971014492753624
ZNF239	0.10714285714285714
ZSCAN26	0.07017543859649122
CLPP	0.06521739130434782
SYT16	0.02689075630252101
FAM98C	0.10606060606060606
ERCC6L	0.2
ZXDC	0.045584045584045586
SMU1	0.05714285714285714
C12ORF74	0.09230769230769231
EDRF1	0.05847953216374269
ZNF829	0.03840682788051209
ZNF791	0.0
KRTAP13-3	0.11754385964912281
KRTAP19-7	0.1043956043956044
CFAP100	0.036231884057971016
FAM135B	0.075
ZC2HC1C	0.07318967190836731
